====================================================================================================
 FULL VERIFICATION FILE - ALL 37,600 VALUES
====================================================================================================

Addr     Row   Col   Float           Hex      Binary               Reconstructed   Error       
34230    342   30    -0.17027599     802C     1_0000000_00101100   -0.17187500     1.60e-03    
34231    342   31    -0.03414187     8009     1_0000000_00001001   -0.03515625     1.01e-03    
34232    342   32    0.13679525      0023     0_0000000_00100011   0.13671875      7.65e-05    
34233    342   33    0.00555775      0001     0_0000000_00000001   0.00390625      1.65e-03    
34234    342   34    -0.04323233     800B     1_0000000_00001011   -0.04296875     2.64e-04    
34235    342   35    0.04292135      000B     0_0000000_00001011   0.04296875      4.74e-05    
34236    342   36    -0.01409437     8004     1_0000000_00000100   -0.01562500     1.53e-03    
34237    342   37    0.08896381      0017     0_0000000_00010111   0.08984375      8.80e-04    
34238    342   38    0.01110590      0003     0_0000000_00000011   0.01171875      6.13e-04    
34239    342   39    -0.07524034     8013     1_0000000_00010011   -0.07421875     1.02e-03    
34240    342   40    0.19135003      0031     0_0000000_00110001   0.19140625      5.62e-05    
34241    342   41    -0.20213506     8034     1_0000000_00110100   -0.20312500     9.90e-04    
34242    342   42    -0.19897109     8033     1_0000000_00110011   -0.19921875     2.48e-04    
34243    342   43    -0.04688847     800C     1_0000000_00001100   -0.04687500     1.35e-05    
34244    342   44    0.07646370      0014     0_0000000_00010100   0.07812500      1.66e-03    
34245    342   45    0.12789853      0021     0_0000000_00100001   0.12890625      1.01e-03    
34246    342   46    0.08426452      0016     0_0000000_00010110   0.08593750      1.67e-03    
34247    342   47    0.15808277      0028     0_0000000_00101000   0.15625000      1.83e-03    
34248    342   48    0.08527255      0016     0_0000000_00010110   0.08593750      6.65e-04    
34249    342   49    -0.02965120     8008     1_0000000_00001000   -0.03125000     1.60e-03    
34250    342   50    -0.07282761     8013     1_0000000_00010011   -0.07421875     1.39e-03    
34251    342   51    0.11217301      001D     0_0000000_00011101   0.11328125      1.11e-03    
34252    342   52    -0.03303153     8008     1_0000000_00001000   -0.03125000     1.78e-03    
34253    342   53    -0.03558919     8009     1_0000000_00001001   -0.03515625     4.33e-04    
34254    342   54    0.02407069      0006     0_0000000_00000110   0.02343750      6.33e-04    
34255    342   55    -0.10623459     801B     1_0000000_00011011   -0.10546875     7.66e-04    
34256    342   56    0.08269256      0015     0_0000000_00010101   0.08203125      6.61e-04    
34257    342   57    0.09943640      0019     0_0000000_00011001   0.09765625      1.78e-03    
34258    342   58    -0.16832189     802B     1_0000000_00101011   -0.16796875     3.53e-04    
34259    342   59    -0.02542961     8007     1_0000000_00000111   -0.02734375     1.91e-03    
34260    342   60    -0.05656131     800E     1_0000000_00001110   -0.05468750     1.87e-03    
34261    342   61    -0.12197270     801F     1_0000000_00011111   -0.12109375     8.79e-04    
34262    342   62    0.02382940      0006     0_0000000_00000110   0.02343750      3.92e-04    
34263    342   63    -0.02089092     8005     1_0000000_00000101   -0.01953125     1.36e-03    
34264    342   64    -0.05958433     800F     1_0000000_00001111   -0.05859375     9.91e-04    
34265    342   65    -0.41234133     806A     1_0000000_01101010   -0.41406250     1.72e-03    
34266    342   66    -0.12710777     8021     1_0000000_00100001   -0.12890625     1.80e-03    
34267    342   67    -0.25330922     8041     1_0000000_01000001   -0.25390625     5.97e-04    
34268    342   68    0.09347053      0018     0_0000000_00011000   0.09375000      2.79e-04    
34269    342   69    0.06853504      0012     0_0000000_00010010   0.07031250      1.78e-03    
34270    342   70    -0.07007805     8012     1_0000000_00010010   -0.07031250     2.34e-04    
34271    342   71    -0.01344782     8003     1_0000000_00000011   -0.01171875     1.73e-03    
34272    342   72    -0.22424731     8039     1_0000000_00111001   -0.22265625     1.59e-03    
34273    342   73    -0.12585695     8020     1_0000000_00100000   -0.12500000     8.57e-04    
34274    342   74    -0.25267524     8041     1_0000000_01000001   -0.25390625     1.23e-03    
34275    342   75    -0.18795882     8030     1_0000000_00110000   -0.18750000     4.59e-04    
34276    342   76    0.05063806      000D     0_0000000_00001101   0.05078125      1.43e-04    
34277    342   77    -0.10445520     801B     1_0000000_00011011   -0.10546875     1.01e-03    
34278    342   78    -0.02127363     8005     1_0000000_00000101   -0.01953125     1.74e-03    
34279    342   79    0.06922756      0012     0_0000000_00010010   0.07031250      1.08e-03    
34280    342   80    0.07067921      0012     0_0000000_00010010   0.07031250      3.67e-04    
34281    342   81    0.00159880      0000     0_0000000_00000000   0.00000000      1.60e-03    
34282    342   82    -0.03915783     800A     1_0000000_00001010   -0.03906250     9.53e-05    
34283    342   83    0.07000971      0012     0_0000000_00010010   0.07031250      3.03e-04    
34284    342   84    0.03051705      0008     0_0000000_00001000   0.03125000      7.33e-04    
34285    342   85    -0.04982009     800D     1_0000000_00001101   -0.05078125     9.61e-04    
34286    342   86    -0.02317307     8006     1_0000000_00000110   -0.02343750     2.64e-04    
34287    342   87    -0.14785396     8026     1_0000000_00100110   -0.14843750     5.84e-04    
34288    342   88    -0.05160232     800D     1_0000000_00001101   -0.05078125     8.21e-04    
34289    342   89    0.02747941      0007     0_0000000_00000111   0.02734375      1.36e-04    
34290    342   90    -0.05158703     800D     1_0000000_00001101   -0.05078125     8.06e-04    
34291    342   91    -0.08301076     8015     1_0000000_00010101   -0.08203125     9.80e-04    
34292    342   92    0.00830133      0002     0_0000000_00000010   0.00781250      4.89e-04    
34293    342   93    -0.01162149     8003     1_0000000_00000011   -0.01171875     9.73e-05    
34294    342   94    0.22549655      003A     0_0000000_00111010   0.22656250      1.07e-03    
34295    342   95    0.03080105      0008     0_0000000_00001000   0.03125000      4.49e-04    
34296    342   96    0.19038028      0031     0_0000000_00110001   0.19140625      1.03e-03    
34297    342   97    -0.03472263     8009     1_0000000_00001001   -0.03515625     4.34e-04    
34298    342   98    -0.16153334     8029     1_0000000_00101001   -0.16015625     1.38e-03    
34299    342   99    -0.31090438     8050     1_0000000_01010000   -0.31250000     1.60e-03    
34300    343   0     -0.08043088     8015     1_0000000_00010101   -0.08203125     1.60e-03    
34301    343   1     0.11791600      001E     0_0000000_00011110   0.11718750      7.29e-04    
34302    343   2     -0.28070238     8048     1_0000000_01001000   -0.28125000     5.48e-04    
34303    343   3     0.03165395      0008     0_0000000_00001000   0.03125000      4.04e-04    
34304    343   4     -0.08168463     8015     1_0000000_00010101   -0.08203125     3.47e-04    
34305    343   5     -0.12290079     801F     1_0000000_00011111   -0.12109375     1.81e-03    
34306    343   6     -0.16023403     8029     1_0000000_00101001   -0.16015625     7.78e-05    
34307    343   7     -0.06214748     8010     1_0000000_00010000   -0.06250000     3.53e-04    
34308    343   8     -0.13072878     8021     1_0000000_00100001   -0.12890625     1.82e-03    
34309    343   9     -0.34538543     8058     1_0000000_01011000   -0.34375000     1.64e-03    
34310    343   10    0.21723947      0038     0_0000000_00111000   0.21875000      1.51e-03    
34311    343   11    0.10381717      001B     0_0000000_00011011   0.10546875      1.65e-03    
34312    343   12    -0.17750865     802D     1_0000000_00101101   -0.17578125     1.73e-03    
34313    343   13    -0.01195500     8003     1_0000000_00000011   -0.01171875     2.36e-04    
34314    343   14    0.20152642      0034     0_0000000_00110100   0.20312500      1.60e-03    
34315    343   15    -0.12310047     8020     1_0000000_00100000   -0.12500000     1.90e-03    
34316    343   16    -0.07644119     8014     1_0000000_00010100   -0.07812500     1.68e-03    
34317    343   17    -0.15475859     8028     1_0000000_00101000   -0.15625000     1.49e-03    
34318    343   18    -0.20786369     8035     1_0000000_00110101   -0.20703125     8.32e-04    
34319    343   19    -0.20817384     8035     1_0000000_00110101   -0.20703125     1.14e-03    
34320    343   20    0.00857244      0002     0_0000000_00000010   0.00781250      7.60e-04    
34321    343   21    -0.07357106     8013     1_0000000_00010011   -0.07421875     6.48e-04    
34322    343   22    0.11317147      001D     0_0000000_00011101   0.11328125      1.10e-04    
34323    343   23    -0.29376766     804B     1_0000000_01001011   -0.29296875     7.99e-04    
34324    343   24    -0.25682703     8042     1_0000000_01000010   -0.25781250     9.85e-04    
34325    343   25    0.21696918      0038     0_0000000_00111000   0.21875000      1.78e-03    
34326    343   26    -0.04152419     800B     1_0000000_00001011   -0.04296875     1.44e-03    
34327    343   27    -0.26311380     8043     1_0000000_01000011   -0.26171875     1.40e-03    
34328    343   28    0.02861245      0007     0_0000000_00000111   0.02734375      1.27e-03    
34329    343   29    -0.05860905     800F     1_0000000_00001111   -0.05859375     1.53e-05    
34330    343   30    0.10158870      001A     0_0000000_00011010   0.10156250      2.62e-05    
34331    343   31    -0.10581246     801B     1_0000000_00011011   -0.10546875     3.44e-04    
34332    343   32    0.31504372      0051     0_0000000_01010001   0.31640625      1.36e-03    
34333    343   33    -0.26655751     8044     1_0000000_01000100   -0.26562500     9.33e-04    
34334    343   34    -0.17320263     802C     1_0000000_00101100   -0.17187500     1.33e-03    
34335    343   35    -0.03511696     8009     1_0000000_00001001   -0.03515625     3.93e-05    
34336    343   36    0.12075236      001F     0_0000000_00011111   0.12109375      3.41e-04    
34337    343   37    0.22658299      003A     0_0000000_00111010   0.22656250      2.05e-05    
34338    343   38    -0.25334904     8041     1_0000000_01000001   -0.25390625     5.57e-04    
34339    343   39    -0.07375351     8013     1_0000000_00010011   -0.07421875     4.65e-04    
34340    343   40    -0.19923088     8033     1_0000000_00110011   -0.19921875     1.21e-05    
34341    343   41    0.05187698      000D     0_0000000_00001101   0.05078125      1.10e-03    
34342    343   42    -0.11289261     801D     1_0000000_00011101   -0.11328125     3.89e-04    
34343    343   43    -0.09949452     8019     1_0000000_00011001   -0.09765625     1.84e-03    
34344    343   44    0.19820078      0033     0_0000000_00110011   0.19921875      1.02e-03    
34345    343   45    -0.20934251     8036     1_0000000_00110110   -0.21093750     1.59e-03    
34346    343   46    -0.10262264     801A     1_0000000_00011010   -0.10156250     1.06e-03    
34347    343   47    -0.09058934     8017     1_0000000_00010111   -0.08984375     7.46e-04    
34348    343   48    0.11037719      001C     0_0000000_00011100   0.10937500      1.00e-03    
34349    343   49    -0.03436713     8009     1_0000000_00001001   -0.03515625     7.89e-04    
34350    343   50    -0.28860444     804A     1_0000000_01001010   -0.28906250     4.58e-04    
34351    343   51    0.32149744      0052     0_0000000_01010010   0.32031250      1.18e-03    
34352    343   52    0.10968810      001C     0_0000000_00011100   0.10937500      3.13e-04    
34353    343   53    0.09561002      0018     0_0000000_00011000   0.09375000      1.86e-03    
34354    343   54    0.03296555      0008     0_0000000_00001000   0.03125000      1.72e-03    
34355    343   55    -0.11819381     801E     1_0000000_00011110   -0.11718750     1.01e-03    
34356    343   56    0.04093932      000A     0_0000000_00001010   0.03906250      1.88e-03    
34357    343   57    0.05962302      000F     0_0000000_00001111   0.05859375      1.03e-03    
34358    343   58    -0.21950054     8038     1_0000000_00111000   -0.21875000     7.51e-04    
34359    343   59    0.17189553      002C     0_0000000_00101100   0.17187500      2.05e-05    
34360    343   60    -0.19016808     8031     1_0000000_00110001   -0.19140625     1.24e-03    
